crossover_proportion,crossover_edges,mutation_prob,elitism_proportion,mean,std,count
0.6,2,0.7,0.2,-123546.50026898865,712.1977918029631,2
0.5,2,0.8,0.5,-123551.49314290122,3043.0537618440694,2
0.5,3,1.0,0.2,-123562.88550095435,380.65202379333385,2
0.4,5,0.7,0.1,-123573.3821151163,3689.820023048563,2
0.3,4,0.7,0.3,-123590.0460318521,2527.3831681463234,2
0.6,5,1.0,0.1,-123599.44391439353,1248.396346445333,2
0.6,3,0.9,0.4,-123603.33678776043,3009.7594650410947,2
0.6,1,0.8,0.3,-123615.52385314007,2976.0305790327225,2
0.2,3,0.8,0.4,-123629.60177477085,1394.327835712414,2
0.4,3,0.7,0.3,-123630.81887255558,3084.4916091617165,2
0.6,3,0.8,0.2,-123631.26231745392,690.6818914211761,2
0.6,5,1.0,0.3,-123637.52356343756,656.4930628002154,2
0.3,5,0.8,0.5,-123668.43055155565,5575.019634604921,2
0.5,5,0.9,0.2,-123675.61733084715,2111.878087712475,2
0.6,2,0.9,0.2,-123688.80076515053,2278.4954983850457,2
0.5,3,0.8,0.2,-123701.13485415175,2310.57002023047,2
0.3,3,0.9,0.4,-123704.18642929828,791.4468490060193,2
0.6,2,0.8,0.1,-123705.37887484938,2563.1158990275353,2
0.3,2,1.0,0.5,-123710.24131058414,1334.881603434654,2
0.6,4,0.8,0.2,-123726.81933752082,434.185092179549,2
0.5,2,0.8,0.3,-123731.69775925527,1301.2504305420891,2
0.4,1,0.8,0.3,-123732.22637618601,329.02731001116143,2
0.4,5,0.6,0.1,-123732.31932189486,2514.568052851769,2
0.2,5,0.7,0.3,-123738.48815624924,824.1691418571924,2
0.4,5,1.0,0.5,-123752.76104900465,891.379912916777,2
0.6,3,0.9,0.1,-123757.20819964257,1720.5452586556635,2
0.6,2,0.6,0.3,-123766.97199532294,3073.7278182970513,2
0.6,2,0.6,0.5,-123768.21590855415,2220.8587762713837,2
0.2,4,0.8,0.5,-123778.49264323848,675.4861035210275,2
0.6,1,0.6,0.3,-123791.83809662526,2092.3349240147486,2
0.3,2,0.7,0.4,-123797.23348260637,1403.11836816638,2
0.5,4,1.0,0.4,-123802.5482897697,325.7898766749224,2
0.4,3,0.6,0.1,-123808.27985366313,102.07915643247584,2
0.5,5,0.9,0.3,-123836.9961532024,112.97179363042666,2
0.2,5,0.9,0.4,-123861.202100997,4314.916312342346,2
0.3,2,0.6,0.1,-123862.69433836418,1149.6375788075438,2
0.4,5,0.7,0.4,-123868.63770440253,911.7865954489605,2
0.5,5,0.7,0.2,-123873.4260097958,1211.7273252488214,2
0.5,5,0.9,0.4,-123875.13875236685,391.0879800041422,2
0.6,5,0.6,0.2,-123895.2456888904,3576.6255726321824,2
0.3,3,0.6,0.3,-123903.90783198299,1557.8641633767836,2
0.3,3,1.0,0.4,-123908.41786815398,2304.3888435819385,2
